Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,STD
2020-03-03 00:00:00-05:00,166.69121657809265,167.842131121707,155.62321870756466,157.78118896484375,71677000,0.0,0.0,158.7614013671875,42.033522124571526,5.765624653089648
2020-03-04 00:00:00-05:00,161.5983881374826,163.71798600854282,158.84576759279113,163.57412719726562,49814400,0.0,0.0,158.83428344726562,47.961484081090006,5.708259135987735
2020-03-05 00:00:00-05:00,159.2581898218124,163.8810335266485,158.91291403448548,159.4691925048828,47817300,0.0,0.0,160.38609924316407,44.48949753603444,5.78111473290127
2020-03-06 00:00:00-05:00,155.95894239969917,156.43849144900216,149.61930338252688,154.96148681640625,72821100,0.0,0.0,160.30170593261718,40.981143020760555,4.221782838255923
2020-03-09 00:00:00-04:00,144.8238125456386,151.29772469585754,143.86471444930987,144.4593505859375,70419300,0.0,0.0,156.0490692138672,34.21203224011025,4.349084513403226
2020-03-10 00:00:00-04:00,151.69090809624447,154.44351403629008,146.3391407382991,154.3380126953125,65354400,0.0,0.0,155.36043395996094,43.64196439824904,7.190764791675961
2020-03-11 00:00:00-04:00,150.70306473019772,151.24974294863355,144.96764848406434,147.34622192382812,56371600,0.0,0.0,152.11485290527344,39.34352916463695,7.148160185848161
2020-03-12 00:00:00-04:00,139.35693848888963,147.1927671769213,132.91179893562202,133.37216186523438,93226400,0.0,0.0,146.89544677734375,32.46180022219728,6.09259042241062
2020-03-13 00:00:00-04:00,141.46697360372667,155.2875811135384,134.97387519213785,152.33355712890625,92727400,0.0,0.0,146.36986083984374,46.2103108178429,8.795876691035785
2020-03-16 00:00:00-04:00,134.27372861732857,143.24130134671302,129.47823830956682,129.8810577392578,87905900,0.0,0.0,143.4542022705078,36.686834642206314,8.255310812609506
2020-03-17 00:00:00-04:00,134.27373081486115,141.4669663942287,129.47824042861612,140.57501220703125,81059800,0.0,0.0,140.70160217285155,42.73979499598867,11.16160696591278
2020-03-18 00:00:00-04:00,132.35553436520718,140.02831896608876,129.49742619908784,134.65736389160156,81593200,0.0,0.0,138.16383056640626,40.43603179782195,9.357807566632523
2020-03-19 00:00:00-04:00,136.93042256551502,144.0085556992658,133.31461908681857,136.8728790283203,85922700,0.0,0.0,138.86397399902344,41.702988995657755,8.809861959042825
2020-03-20 00:00:00-04:00,140.02830857969397,141.08332223793118,130.30305540482001,131.73211669921875,84866200,0.0,0.0,134.74368591308593,39.59827966588537,8.466258526501996
2020-03-23 00:00:00-04:00,131.40603707415235,134.82043890629112,127.09969558917822,130.4181671142578,78975200,0.0,0.0,134.85110778808593,39.05572253093224,4.220781416000839
2020-03-24 00:00:00-04:00,137.87035660759895,143.4810865390656,135.49179733566064,142.27261352539062,82516700,0.0,0.0,135.1906280517578,46.215704140535244,4.070234817323138
2020-03-25 00:00:00-04:00,142.81925438802406,148.01756261605746,138.53208612696505,140.91064453125,75638200,0.0,0.0,136.4412841796875,45.55353087053252,4.690590086465765
2020-03-26 00:00:00-04:00,142.3301258021801,150.2522840058301,142.3013540352876,149.7247772216797,64568100,0.0,0.0,139.01166381835938,50.496780710029014,5.306129840724742
2020-03-27 00:00:00-04:00,145.54310365916368,148.5546704246155,143.09740113202582,143.5769500732422,57042300,0.0,0.0,141.38063049316406,47.27288006029736,7.997667025378587
2020-03-30 00:00:00-04:00,146.20485894673268,154.031099863267,143.8742438744202,153.6762237548828,63420300,0.0,0.0,146.03224182128906,52.62383215687074,6.993581489352743
2020-03-31 00:00:00-04:00,152.88021698191196,158.0401689602179,150.15638214508934,151.2593536376953,77927200,0.0,0.0,147.82958984375,51.28256705869589,5.441950449446597
2020-04-01 00:00:00-04:00,146.7419938505405,151.29770934590042,144.65116723731362,145.88839721679688,57969900,0.0,0.0,148.82514038085938,48.33427590392245,5.373427496151793
2020-04-02 00:00:00-04:00,145.64860372211677,149.1205333426893,144.20995691120478,148.90953063964844,49630700,0.0,0.0,148.66209106445314,50.073032388012585,4.075405269524682
2020-04-03 00:00:00-04:00,148.75605250729464,150.94279399525624,145.96507481211486,147.53799438476562,41243300,0.0,0.0,149.4542999267578,49.26249194582275,4.046620884021407
2020-04-06 00:00:00-04:00,153.76261442636164,159.68983366009195,151.13468036371236,158.51014709472656,67111700,0.0,0.0,150.42108459472655,55.47220108801585,3.0727643235860516
2020-04-07 00:00:00-04:00,162.6533899324945,163.046623536875,156.58229919404917,156.8029022216797,62769000,0.0,0.0,151.52979431152343,54.35741993605683,4.931477631025863
2020-04-08 00:00:00-04:00,158.8937915807205,159.85288974778078,156.8125503143608,158.37588500976562,48318200,0.0,0.0,154.02729187011718,55.24974394842054,5.726181134838574
2020-04-09 00:00:00-04:00,159.5555376972587,160.52422137132848,156.64947204037585,158.38543701171875,51385100,0.0,0.0,155.92247314453124,55.25546462653649,5.3621993609941665
2020-04-13 00:00:00-04:00,157.627737765851,158.79783831558805,155.66158424311766,158.7402801513672,41905300,0.0,0.0,158.16293029785157,55.48313329663012,4.739623315647373
2020-04-14 00:00:00-04:00,162.08751939082907,166.64323369323404,161.12842164295435,166.59527587890625,52874300,0.0,0.0,159.7799560546875,60.29884651502,0.7743428943957743
2020-04-15 00:00:00-04:00,164.19758293881753,166.470655264823,162.31775895960413,164.8497772216797,40940800,0.0,0.0,161.3893310546875,58.777236221585795,3.8829260447293867
2020-04-16 00:00:00-04:00,167.17077183840905,170.02887956718482,165.82802595791472,169.79869079589844,50479600,0.0,0.0,163.67389221191405,61.726210162178674,4.00619072071219
2020-04-17 00:00:00-04:00,172.15808895207323,172.6376379463687,168.67655857039247,171.29490661621094,52765600,0.0,0.0,166.2557861328125,62.59738407702655,4.993461528558724
2020-04-20 00:00:00-04:00,169.40549495777512,171.43877816112152,167.8325747253482,167.8997039794922,36669600,0.0,0.0,168.0876708984375,59.29895913411102,4.912225900774269
2020-04-21 00:00:00-04:00,166.40349516450433,166.56654006066609,159.3157618636337,160.95582580566406,56203700,0.0,0.0,166.95978088378905,53.13255227253275,2.5475713904519592
2020-04-22 00:00:00-04:00,164.37977021533112,166.883016041338,163.8330920831556,166.4226531982422,34620200,0.0,0.0,167.27435607910155,56.929888514804304,4.130247331125397
2020-04-23 00:00:00-04:00,166.98856066911716,167.89970088203373,163.91944986181548,164.40858459472656,32790800,0.0,0.0,166.1963348388672,55.15680009129533,3.9867710930654887
2020-04-24 00:00:00-04:00,165.02237873234424,167.42012343003532,163.72760537639437,167.41053771972656,34277600,0.0,0.0,165.41946105957032,57.291883333182625,3.8602819346603092
2020-04-27 00:00:00-04:00,169.3671175710986,169.6644356187905,166.21169149229402,166.93101501464844,33194400,0.0,0.0,165.22572326660156,56.826448711784145,2.831443827035285
2020-04-28 00:00:00-04:00,168.40802659155023,168.48475619330787,162.46162148474752,162.86444091796875,34392700,0.0,0.0,165.6074462890625,52.9014681601336,2.646403943929981
2020-04-29 00:00:00-04:00,166.1349356206713,170.41250396172032,164.84974797629675,170.1727294921875,51286600,0.0,0.0,166.35746154785156,58.455092166667775,1.9123861411502014
2020-04-30 00:00:00-04:00,172.63764008757306,173.02127343389805,169.02183652803015,171.8799591064453,53875900,0.0,0.0,167.85173645019532,59.651976816946124,2.8281405989329937
2020-05-01 00:00:00-04:00,168.60943500316853,171.3332698702352,166.89264135031937,167.42974853515625,39370500,0.0,0.0,167.85557861328124,55.18866056594367,3.44706714021907
2020-05-04 00:00:00-04:00,167.35301786577205,171.67854464390385,166.69123789403255,171.52508544921875,30372900,0.0,0.0,168.7743927001953,58.28214906673973,3.446463083593751
2020-05-05 00:00:00-04:00,173.232258251274,176.13832372146544,172.54170659155798,173.3665313720703,36839200,0.0,0.0,170.87481079101562,59.631597101744106,3.738375218119992
2020-05-06 00:00:00-04:00,174.6325536144371,176.6658365518357,174.20096247098382,175.07373046875,32139300,0.0,0.0,171.85501098632812,60.894533822569535,2.236248187147145
2020-05-07 00:00:00-04:00,176.6370253805479,177.00148719733366,175.11206351768612,176.09034729003906,28316000,0.0,0.0,172.69708862304688,61.66367889094078,2.843293425480521
2020-05-08 00:00:00-04:00,177.4139071940939,177.4330932478286,175.86017343901847,177.1261749267578,30877800,0.0,0.0,174.6363739013672,62.47356324172874,3.417939711253267
2020-05-11 00:00:00-04:00,175.65877144683225,179.8404388027955,175.37105378962218,179.10194396972656,30892700,0.0,0.0,176.15174560546876,64.03431652330116,2.2246934850513087
2020-05-12 00:00:00-04:00,179.15949057739778,179.38966470711802,174.84355002907293,175.04495239257812,32038200,0.0,0.0,176.4874298095703,58.64105686787287,2.1550224827548465
2020-05-13 00:00:00-04:00,175.08335036739723,176.52199742935665,169.31916177295463,172.3978729248047,44711500,0.0,0.0,175.95225830078124,55.36450156594382,1.6941547354414237
2020-05-14 00:00:00-04:00,170.27824220200748,173.29940950044113,168.49431944430586,173.1459503173828,41873900,0.0,0.0,175.36337890625,56.11084238207715,2.4887008678663403
2020-05-15 00:00:00-04:00,171.73610319668578,179.40888798561613,169.7603634550843,175.6684112548828,46610400,0.0,0.0,175.071826171875,58.62317190570229,2.779250315331853
2020-05-18 00:00:00-04:00,178.15245583483838,178.5840470135599,176.43567683159512,177.34681701660156,35264500,0.0,0.0,174.72080078125,60.25350155509544,2.6199956679484897
2020-05-19 00:00:00-04:00,177.46188711907186,178.96767787940664,175.98488276026077,176.11915588378906,26799100,0.0,0.0,174.93564147949218,58.43968919355978,1.9858970866454735
2020-05-20 00:00:00-04:00,177.74454787681842,178.74479597512035,176.9078134425219,178.5620574951172,31261300,0.51,0.0,176.1684783935547,60.958244853571834,2.0853470366195883
2020-05-21 00:00:00-04:00,178.31196822440754,179.533418973766,176.28263503038082,176.4172821044922,29119500,0.0,0.0,176.82274475097657,57.654787766883935,2.031371374859696
2020-05-22 00:00:00-04:00,176.18645848235408,177.40790917311392,175.5612998518477,176.4942169189453,20826900,0.0,0.0,176.98790588378907,57.743250037681456,1.1501938568624035
2020-05-26 00:00:00-04:00,179.21606154922932,179.3699481367588,174.17640054881664,174.62843322753906,36073600,0.0,0.0,176.44422912597656,54.7557588237018,0.991316971345648
2020-05-27 00:00:00-04:00,173.310834204341,175.0324095617613,169.8484733442198,174.85928344726562,39517100,0.0,0.0,176.19225463867187,55.0655283807547,1.4045648151757502
2020-05-28 00:00:00-04:00,173.8301787538916,177.10980072845376,173.48394123841643,174.46493530273438,33810200,0.0,0.0,175.37283020019532,54.3805868362656,1.5795674851470123
2020-05-29 00:00:00-04:00,175.74409279455577,177.2252256734002,173.51279574227843,176.2442169189453,42130400,0.0,0.0,175.33821716308594,56.980668160713684,0.9988140741097262
2020-06-01 00:00:00-04:00,175.56133446511552,176.00375473201476,174.52263669583186,175.8402557373047,22622400,0.0,0.0,175.20742492675782,56.1975376396403,0.9556362985065938
2020-06-02 00:00:00-04:00,177.20598803689836,177.92731498955874,174.416863023452,177.84075927734375,30794600,0.0,0.0,175.84989013671876,59.18890168305735,0.7878986592721863
2020-06-03 00:00:00-04:00,177.75416495802034,178.8313416105647,176.56156603882394,178.2735137939453,27311000,0.0,0.0,176.5327362060547,59.828019544683094,1.3246271053859366
2020-06-04 00:00:00-04:00,177.25406502881575,178.73518312737306,175.33052664472754,175.92681884765625,28761800,0.0,0.0,176.82511291503906,54.81497456404485,1.5475629324791413
2020-06-05 00:00:00-04:00,175.63827789452034,180.5529188497244,175.05159812460795,180.04318237304688,39893600,0.0,0.0,177.58490600585938,60.98970466754496,1.1449583714689486
2020-06-08 00:00:00-04:00,178.83137939383153,181.34159776125892,177.38872549704416,181.1588592529297,33211600,0.0,0.0,178.64862670898438,62.48602947629548,1.7589643162654567
2020-06-09 00:00:00-04:00,180.81260527097092,183.4093791137121,180.10089079685483,182.54379272460938,29783900,0.0,0.0,179.5892333984375,64.31580455932003,2.0277851491820797
2020-06-10 00:00:00-04:00,183.82294259447818,190.93041603596888,183.7075203170215,189.31463623046875,43872300,0.0,0.0,181.79745788574218,71.6072106229344,2.5760247585149503
2020-06-11 00:00:00-04:00,185.74647959482888,188.27592246586127,178.95639178194557,179.14874267578125,52854700,0.0,0.0,182.44184265136718,53.824349684774724,4.873773678113918
2020-06-12 00:00:00-04:00,183.25548766008092,184.3903828900168,178.10040442129196,180.5625457763672,43373600,0.0,0.0,182.54571533203125,55.480218602402296,4.046288743374483
2020-06-15 00:00:00-04:00,177.52333069673543,183.52477477368546,176.97511530117234,181.71664428710938,32770200,0.0,0.0,182.6572723388672,56.84080129047407,3.9753631382456005
2020-06-16 00:00:00-04:00,185.51562140824618,188.1027823605312,184.14029878552736,186.1696319580078,42556700,0.0,0.0,183.38244018554687,61.703966339903936,3.934330073475139
2020-06-17 00:00:00-04:00,187.5738629350775,188.81455353398417,186.28509561215176,186.81407165527344,25687800,0.0,0.0,182.8823272705078,62.364894490184405,4.2311423679140985
2020-06-18 00:00:00-04:00,186.58323299156507,188.9780436878605,186.58323299156507,188.81454467773438,23061600,0.0,0.0,184.81548767089845,64.41779726090996,3.425815338715643
2020-06-19 00:00:00-04:00,190.99772765109896,191.6709631057665,186.93906075597613,187.68923950195312,44441100,0.0,0.0,186.24082641601564,62.35724119134678,3.5181972198964213
2020-06-22 00:00:00-04:00,188.3047835950561,193.08477765207593,187.7661951957468,192.9020538330078,32818900,0.0,0.0,188.4779083251953,67.53745571331103,2.7167917130743326
2020-06-23 00:00:00-04:00,194.363922558734,196.1528137514733,193.72915140234176,194.19081115722656,30917400,0.0,0.0,190.08214416503907,68.68482881254909,2.6648113569442398
2020-06-24 00:00:00-04:00,193.89265896054812,195.47957212608523,189.04533441504682,190.27639770507812,36740600,0.0,0.0,190.774609375,61.56695895765077,3.2728479228385505
2020-06-25 00:00:00-04:00,190.2379145450034,192.9404831353767,187.99699097378436,192.68080139160156,27803900,0.0,0.0,191.54786071777343,64.03256700762145,2.7297449641777494
2020-06-26 00:00:00-04:00,192.0941362330326,192.24802280953335,187.42956495187772,188.82412719726562,54675800,0.0,0.0,191.77483825683595,57.644527102525835,2.5791547292184234
2020-06-29 00:00:00-04:00,188.29519053122485,190.94005608025674,186.15044912240435,190.85350036621094,26701600,0.0,0.0,191.36512756347656,59.91087674505572,2.1725750307160863
2020-06-30 00:00:00-04:00,190.31487931741464,196.58560345158213,190.1802322268143,195.72962951660156,34310300,0.0,0.0,191.67289123535156,64.78644477275591,2.098765312549009
2020-07-01 00:00:00-04:00,195.37380309818525,198.46108882006803,194.0561839336924,196.87416076660156,32061200,0.0,0.0,192.99244384765626,65.8367017911908,2.655657192054817
2020-07-02 00:00:00-04:00,197.81665338484567,200.06720414048758,197.1626574676964,198.37448120117188,29315800,0.0,0.0,194.1311798095703,67.21700774674584,3.3394226881402442
2020-07-06 00:00:00-04:00,200.84625648941181,203.05832850401393,200.13454202415102,202.64476013183594,31897600,0.0,0.0,196.8953063964844,70.829569732103,4.09244983658026
2020-07-07 00:00:00-04:00,202.40427994505825,206.46294623552984,200.03833646035227,200.28839111328125,33600700,0.0,0.0,198.78228454589845,66.47639669070125,4.2751270797245216
2020-07-08 00:00:00-04:00,202.03885130081824,205.1068825454956,200.71160518480016,204.69332885742188,33600000,0.0,0.0,200.5750244140625,70.16754485160574,2.7528629323513827
2020-07-09 00:00:00-04:00,208.05950861640002,208.1076000058975,203.38531026061747,206.12635803222656,33121700,0.0,0.0,202.4254638671875,71.2756007753961,3.156943864231454
2020-07-10 00:00:00-04:00,205.45315981905975,205.89558016856938,203.0102721751905,205.50125122070312,26177600,0.0,0.0,203.85081787109374,70.05328042337439,3.1569550441163785
2020-07-13 00:00:00-04:00,206.2802159852898,207.54975814011112,198.60530328933115,199.1535186767578,38135600,0.0,0.0,203.15256958007814,58.990263764506985,2.385230476480059
2020-07-14 00:00:00-04:00,198.24946920310464,200.86548232813587,194.30621002444425,200.3845977783203,37591800,0.0,0.0,203.17181091308595,60.29971910529218,3.198811840936858
2020-07-15 00:00:00-04:00,201.54833420989735,203.25066965948218,197.19152127528722,200.08644104003906,32179400,0.0,0.0,202.25043334960938,59.80168340168407,3.177494580485359
2020-07-16 00:00:00-04:00,197.54736125912407,197.8358949154313,194.57549835265152,196.1239471435547,29940700,0.0,0.0,200.249951171875,53.4798371971201,3.2918723609153786
2020-07-17 00:00:00-04:00,196.65289684056245,197.20109750654618,193.69064673670803,195.12368774414062,31635300,0.0,0.0,198.1744384765625,51.98585833088456,3.3855239968403454
2020-07-20 00:00:00-04:00,197.16267837314777,204.18359619664398,195.24875245602826,203.51036071777344,36884800,0.0,0.0,199.04580688476562,61.657435212430464,2.398476116121198
2020-07-21 00:00:00-04:00,205.49160785348028,205.76090205159196,200.0768426388279,200.76931762695312,37990400,0.0,0.0,199.12275085449218,57.57540725183575,3.4178869323815455
2020-07-22 00:00:00-04:00,201.2021181194624,204.18360857505223,200.42308739843912,203.65463256835938,49605700,0.0,0.0,199.83638916015624,60.53710989623335,3.4596362048473566
2020-07-23 00:00:00-04:00,199.2689578849027,202.85635280156643,194.42163302055937,194.79672241210938,67457000,0.0,0.0,199.5709442138672,49.18494500028718,4.029242658917789
2020-07-24 00:00:00-04:00,192.757764458385,195.10448344938112,189.9590128088561,193.6041259765625,39827000,0.0,0.0,199.26703186035155,47.88302147732771,4.364713499330749
2020-07-27 00:00:00-04:00,193.76764050807031,196.17206349082252,193.18096071326144,196.05665588378906,30160900,0.0,0.0,197.7762908935547,50.76902721103765,4.784503942452399
2020-07-28 00:00:00-04:00,195.82580970955536,196.87413452075342,194.0273061641576,194.29660034179688,23251400,0.0,0.0,196.48174743652345,48.685430243631835,4.264828333872247
2020-07-29 00:00:00-04:00,194.7582636072119,196.82606152348546,194.28699141458654,196.2586212158203,19632600,0.0,0.0,195.00254516601564,51.09495012849328,4.1087061944133
2020-07-30 00:00:00-04:00,193.31562652709502,196.64335471455368,191.9403034920313,196.10475158691406,25079600,0.0,0.0,195.26415100097657,50.89312144960805,1.1385488327818711
2020-07-31 00:00:00-04:00,196.58560722227176,197.25885736361928,191.40167212157735,197.1722869873047,51044000,0.0,0.0,195.977783203125,52.300883631421364,1.226323948058993
2020-08-03 00:00:00-04:00,203.43341919519767,209.31944182662525,202.3947067292811,208.26148986816406,78983000,0.0,0.0,198.41875,63.88327133476976,1.043363187396331
2020-08-04 00:00:00-04:00,205.98208844129437,206.55915577722521,202.26965909123345,205.13572692871094,49280100,0.0,0.0,200.58657531738282,59.497679738257496,5.600135288075513
2020-08-05 00:00:00-04:00,206.68416189309582,206.78034466776484,203.48148388773714,204.79910278320312,28806400,0.0,0.0,202.29467163085937,59.02770893817825,5.7025079833739785
2020-08-06 00:00:00-04:00,204.222062103876,208.09799068623536,203.4622709165128,208.07876586914062,32656800,0.0,0.0,204.6894744873047,62.16352223676107,5.350248243452669
2020-08-07 00:00:00-04:00,206.63609214581507,207.45358705633134,202.86594444809575,204.356689453125,27820400,0.0,0.0,206.12635498046876,56.846097620744594,4.49905149634239
2020-08-10 00:00:00-04:00,203.57763928071665,203.77961722474282,198.4610359120716,200.28839111328125,36716500,0.0,0.0,204.5317352294922,51.64596612841991,1.8871518008366128
2020-08-11 00:00:00-04:00,199.2400849253179,199.7113423793807,195.37376913806946,195.60459899902344,36446500,0.0,0.0,202.6255096435547,46.385051949066145,2.7863205151469006
2020-08-12 00:00:00-04:00,197.44153623342896,202.24076845421405,196.92218747091428,201.19244384765625,28013100,0.0,0.0,201.9041778564453,52.58984874838251,4.801426960673328
2020-08-13 00:00:00-04:00,201.43293638952153,203.2699190179049,200.19224594766632,200.72122192382812,22588900,0.0,0.0,200.43266906738282,52.04287212932684,4.662144789093805
2020-08-14 00:00:00-04:00,200.77892712164837,201.57719729569126,199.57671565630056,200.91357421875,17958900,0.0,0.0,199.74404602050782,52.26114282189221,3.1380540613750836
2020-08-17 00:00:00-04:00,201.58683344542064,203.11604297601048,200.93282274763425,202.24082946777344,20184800,0.0,0.0,200.13453369140626,53.82289014907654,2.3372985711021617
2020-08-18 00:00:00-04:00,202.48125146292062,204.24129071186317,201.21172385697827,203.40455627441406,21336200,0.0,0.0,201.69452514648438,55.20656606228823,2.5993783554342116
2020-08-19 00:00:00-04:00,203.89626892414705,204.48436692056114,201.73669281859674,202.1705322265625,27627600,0.51,0.0,201.89014282226563,53.37996711489271,1.1215997520665828
2020-08-20 00:00:00-04:00,202.01623307411685,207.28019233839268,201.40886390928537,206.87527465820312,26981500,0.0,0.0,203.12095336914064,58.95570310642039,1.0971679166841954
2020-08-21 00:00:00-04:00,206.1811427999607,208.48532686450085,205.2074131588553,205.37130737304688,36249300,0.0,0.0,204.0125,56.62428802607843,2.276279864877365
2020-08-24 00:00:00-04:00,207.0777676448553,207.7815669377938,204.80250495428353,206.01727294921875,25460100,0.0,0.0,204.76778869628907,57.40344317059461,2.058099459897322
2020-08-25 00:00:00-04:00,205.44847137759265,208.83243658321962,205.44847137759265,208.6974639892578,23043700,0.0,0.0,205.8263702392578,60.56836623398707,1.9346244194137354
2020-08-26 00:00:00-04:00,210.0567892986447,214.1156164888868,209.55545633808472,213.20936584472656,39600800,0.0,0.0,208.0341369628906,65.24928384544202,2.395415278887727
2020-08-27 00:00:00-04:00,214.88691815915237,222.85032956588208,211.52222469224859,218.44442749023438,57602200,0.0,0.0,210.34796752929688,69.73807694146927,3.151363214496077
2020-08-28 00:00:00-04:00,219.98695094513303,222.35862854027232,218.44440944820323,220.6907501220703,26292900,0.0,0.0,213.41185607910157,71.4426615891057,5.476917198822121
2020-08-31 00:00:00-04:00,218.84931761352618,220.48827431867102,216.25590264136548,217.43209838867188,28774200,0.0,0.0,215.6948211669922,65.66433482151653,6.230076809989257
2020-09-01 00:00:00-04:00,217.41284992712485,219.28319478955146,216.37162655904484,219.1096649169922,25725500,0.0,0.0,217.77726135253906,67.13789000563375,4.761256893766029
2020-09-02 00:00:00-04:00,219.78452313708004,224.49894248278162,219.18678952981278,223.33238220214844,34080800,0.0,0.0,219.80186462402344,70.56255425742332,2.814854950346412
2020-09-03 00:00:00-04:00,221.03785766038192,221.0764149514486,207.2416734909171,209.49765014648438,58400300,0.0,0.0,218.01250915527345,51.59237272970667,2.301751496953127
2020-09-04 00:00:00-04:00,207.3765993292575,210.51954007996278,197.8224254544333,206.55711364746094,59664100,0.0,0.0,215.18578186035157,48.60156851258514,5.232529867905974
2020-09-08 00:00:00-04:00,199.085402799347,202.488653302289,194.93979582792994,195.38328552246094,52924300,0.0,0.0,210.77601928710936,39.28268742713839,6.9573459530019885
2020-09-09 00:00:00-04:00,200.14592041188737,207.12595156135427,199.2782269847903,203.7034149169922,45679000,0.0,0.0,207.69476928710938,47.37412344298276,10.99410687986911
2020-09-10 00:00:00-04:00,205.7376449946543,207.02954208018156,196.78121858710603,197.9959716796875,35461500,0.0,0.0,202.6274871826172,43.1282138779788,10.20518397216798
2020-09-11 00:00:00-04:00,199.76026234222246,201.13892433241824,194.01427067157002,196.70408630371094,33620100,0.0,0.0,200.0687744140625,42.20612642529788,5.8678811623059275
2020-09-14 00:00:00-04:00,196.9066032345314,201.68850219273733,196.70413698124187,198.0345916748047,30375800,0.0,0.0,198.36427001953126,43.5448518896612,4.818729111552391
